,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
AshaBhosle,0.0303868132055838,5.795868932453863,0.6963780527591781,1.813625917414189,86.29652844569793,0.0230952647412956,6.009680987910571,0.6789903472200158,1.634665282823041,86.52392364141397,0.0208630606561565,6.13694735093339,0.6737784657497015,1.9599673808288236,86.83463459518383,0.0185913931094372,6.209788155733497,0.665361473252162,1.7266661724368004,87.59593419931393,0.0150824453294208,6.507821469935262,0.6137159107500683,2.630810289865817,87.03406979723314,0.0154886488591751,6.4985688526060805,0.6021756276853023,2.5727629920676107,87.01872005806948,0.0140926629117837,6.614760272091184,0.5878397736726746,2.961079398028023,86.87262492237974,0.0147201679491939,6.5138182215782985,0.5888265966700246,2.586329601897843,86.93625119917161,0.0135149289360087,6.612804189930921,0.5772991815517206,2.753058047297798,86.86385066515693,0.0148513748219795,6.497080014993987,0.6002183744501559,2.3160352880124546,87.33470924306046,0.012764095428734,6.714111120157543,0.5597366559808179,3.3178886500111204,86.47703122122303,0.0131422450291468,6.6646604106197165,0.5614721618280073,3.1427088738972495,85.9980861322832,0.0139894687489312,6.556977199790648,0.5860623219582372,2.5446660241678405,86.74524453302381,0.0146273363456073,6.506703583237259,0.5938578691553338,2.4168581807398617,86.86199042364281,0.0143516389586964,6.573958553067867,0.5809879478516886,2.804210838460968,85.89038608572841,0.0130511941040022,6.6732444071851305,0.5679069643299757,2.998813848320854,86.64088187289795,0.016490382157281,6.383741145448468,0.6103912711945183,2.1434502186967155,87.03700047081574,0.0147070986487777,6.499633913501302,0.5956503947366871,2.388909481799985,87.11439306874462,0.014196599023987,6.522221008849522,0.5910165631725792,2.4134479946623175,87.096594530118,0.0153052252398572,6.448416512121177,0.6042820043524322,2.2748165171621317,86.92037563913286,-264.31841400059193,126.80682877619346,-56.79960740251392,39.95044003986505,2.583189286590823,13.52502723879523,-0.7001611634845026,11.21898528667291,-8.310526090027036,1.480407128584227,-3.5572194977997738,-4.769600265668433,-6.3860088391781895,-5.691897149549169,0.0758469249689505,-1.2451196082222609,4.546163505354341,-2.3331283015671818,10.077891699668502,3.30614510711784
AshaBhosle,0.0267181083519735,5.783461536507427,0.7188502690119407,1.3040852373084153,87.5952071640098,0.0157738665157309,6.516175514454871,0.6160810719867185,2.9637627485613356,86.39744302243648,0.0204810986695095,6.07313897616468,0.6803764064454338,1.396273716597345,87.083495983092,0.0157527749347716,6.3626516522551775,0.6261176272685589,1.9644464702865936,87.46955696153695,0.0148092553804819,6.594111993482891,0.5886121608245705,3.1691926385960913,86.83446668012358,0.0163448260331049,6.551222904175956,0.5868808766585246,3.7026950031337247,86.13129242467713,0.0128502283070306,6.688369636656977,0.5799142077637605,3.097743718306649,87.10505736550411,0.0119447089837581,6.79184632900044,0.5460450532697128,3.659734488063358,86.35237578585439,0.01204264832591,6.750886264144731,0.5412574644349186,3.3945929006894193,86.34283627369899,0.0124461964628792,6.689698404299801,0.5526747241578305,3.061620420488861,86.50990751254689,0.0120807654257767,6.729762035777138,0.5476789524044666,3.1838926556891343,86.68781326280126,0.0106318757494803,6.901020113426943,0.5161603006797013,4.100678024044214,86.14791907868158,0.0115170972260623,6.81523860253483,0.5270448789272503,3.809839895162669,85.69857454085584,0.0145316707618431,6.543742538332115,0.5641190232004146,2.888781266024728,85.52276848865594,0.0140865708793778,6.529376679614986,0.5821098919882465,2.5092587316961996,86.78643404519548,0.0125690369858451,6.701782362947219,0.5508383391531075,3.2433194689761264,86.1208049036245,0.0124219705243062,6.706623404691077,0.5577627409973145,3.1778816021879095,86.48439839475785,0.0132929551025817,6.636794680418751,0.5618514139745123,2.979687767078799,86.18972072330695,0.0130756764334104,6.643055583812943,0.5537161099999399,3.0333599225115377,85.46049094088104,0.0120197501473204,6.751774258078319,0.5395491323451269,3.4732208990940685,86.2195309589621,-210.87003142466648,182.32804490182815,-53.27991363131187,29.521983089010376,5.459629394029803,-14.389608857480807,4.410930420749746,-1.7402302941035388,-13.115414093819634,5.888017431126638,-7.479677699445555,-10.450026324129484,2.2452469784244893,-3.4521258996538724,-1.930311974418994,-6.82592622698147,-0.4623082852988595,-3.562651647507619,-2.894761800162628,-1.4781661615309634
Lavani,0.0364647715498285,5.424046096560256,0.7322455362930859,1.0721120186697783,85.74040288696709,0.0202695217775502,6.131905425347682,0.655356355688911,1.8436406067677944,86.821556463348,0.0223375959392687,5.930444662301247,0.6941997971884203,1.203500583430572,87.03804508402763,0.0179472842906723,6.238733599453125,0.6450623483543554,1.8112018669778296,87.0838746059378,0.0165254156517334,6.433827411382374,0.6197014106728226,2.4815635939323224,86.81585241941454,0.0145080053209957,6.540725182464749,0.6006277435128077,2.5310385064177363,86.92803706791784,0.0148680030880292,6.490402232653643,0.5985168592913634,2.3700116686114354,87.05198471108459,0.0143486273383175,6.5375030338746285,0.5895284630771795,2.557292882147024,86.47145577713023,0.0138173310876589,6.578713631881489,0.5898885041446301,2.6366394399066513,86.82560104326183,0.0127965182061654,6.725627719367898,0.5539773316596537,3.454375729288215,86.3383500517531,0.0148056502221393,6.536957882943264,0.5892241530995908,2.5653442240373394,86.66253365299043,0.0131193860976051,6.646268177810447,0.5702991007760553,2.868611435239207,87.03017733691004,0.0149301721426538,6.477133997545012,0.5950792956233446,2.3404900816802803,85.9328367136575,0.0163574870413057,6.404452039247413,0.5888656905780594,2.44924154025671,83.76045479774263,0.019494655176874,6.1827129936831415,0.6303822164805245,1.822637106184364,84.82567377006441,0.019434562508765,6.148289817742025,0.6393018280824583,1.6582263710618437,86.21583658113312,0.0195921636492118,6.152509740063471,0.6405360615658166,1.6327887981330222,87.22211856072434,0.0186888129740798,6.1965449550395935,0.6415480357837418,1.6701283547257877,86.31065891763517,0.019299856082587,6.152264249170033,0.6504909151525254,1.5716452742123688,86.93967028564249,0.0195402199471985,6.176998844095958,0.6471958520864589,1.5784130688448077,87.23582562362819,-200.1800900025648,109.50763404276438,-56.916593950704936,55.438645179727395,-7.771873330285177,8.881264007075854,-6.9617437669027264,8.573432597402123,-12.005158630422622,-0.8885076438892751,0.2000980304882926,-8.081958229301543,-9.588245976458536,-5.317054340322101,-1.1500220461122728,-1.0323350094697443,5.748428093111129,2.446725547863988,3.189359013007014,-2.1782331511958626
BhavGeet,0.0369623829601843,5.254735827925742,0.7457662072981366,0.7835968379446641,85.11015226444468,0.0442381447030398,4.974656017162945,0.7778481142951252,0.5547183794466404,84.54108007462827,0.0191493571399627,6.179570699783252,0.6571827798560135,1.6920701581027666,87.37184248731043,0.0174911239898881,6.2201587975507255,0.6457796619141727,1.54199604743083,87.19641960141486,0.0159817117697804,6.340872089527007,0.624612793795878,1.8537549407114624,87.42952298409145,0.0137152591731485,6.536596772105227,0.5896729940123282,2.3630187747035576,87.13691362465948,0.014396043030814,6.485853688252473,0.5940356716426689,2.262042984189723,86.9034624418997,0.0138691510300309,6.55810905595531,0.5783416952914235,2.5350790513833994,86.98133518846993,0.0132847853457375,6.589470756406008,0.57167913608131,2.656064723320158,86.87581233528434,0.0131106212236755,6.617297558460369,0.5676423591505113,2.7406744071146245,86.81715165130373,0.0136608291900357,6.570022737684489,0.5760605619471109,2.554594861660079,86.93515339355461,0.0132395493974724,6.608213746364155,0.5685811433433716,2.715044466403162,86.87552740609664,0.0155067781758473,6.431453141925539,0.591801874529456,2.2976778656126484,85.59462323879129,0.0207235032988525,6.078070021174984,0.630076213415208,1.7010251976284585,84.10140439948896,0.0211922331600829,6.035522574295161,0.6493752793854696,1.478446146245059,85.75575535628988,0.0209862703786039,6.060959054161298,0.6404917037220027,1.592576581027668,86.08437836221327,0.021063249680953,6.081940439057178,0.6315674088517159,1.75876976284585,84.74760403776318,0.0233863463810997,5.95709589951936,0.6524882216967816,1.505928853754941,85.59186042647262,0.0233839186676873,5.969697037114148,0.6552321546207416,1.4620182806324111,85.90801249842362,0.0208729306804023,6.088610341226337,0.6423892824792962,1.5635499011857708,86.2940456990466,-292.2206344029606,198.44558766434713,-15.10980393726758,-10.039021168333,23.16799115973484,-12.591418971359914,-12.845184087889852,-0.0585588128402186,-14.620568336654364,-14.926637068490022,-7.051536098451185,-9.983332693929668,-8.72575061629269,-5.88935862014976,-5.999658510461907,-3.83534417643957,-3.1036407563351407,-3.9692462008873663,-3.81154813214478,-3.706002091346841
KishoreKumar,0.039053912363858,5.248324476794638,0.7703092338606358,0.7732228830359671,85.55816608194725,0.0219828070724635,6.079377804357122,0.6867594094442013,1.6163268195978475,87.12011197707008,0.0213893635053879,5.9754339955924145,0.6931415709161036,1.2334324553950724,85.96391902520959,0.021250918654622,5.9743628240009095,0.696704528597052,1.1745256301331068,87.5312706421897,0.018058914665357,6.189127611752356,0.6632574914701084,1.517275559331634,87.62532863349897,0.0153154678820378,6.454309580871135,0.6077728216746909,2.291985273293685,86.9248418096334,0.0166110486109156,6.3348810066803285,0.6275667653800618,1.9962475219484568,86.00331523966469,0.0163780413854358,6.358304721003583,0.617509725241246,2.051826677994902,86.59620971369802,0.0155166761028527,6.4290537811105235,0.6026610562374157,2.305579156046446,85.29342829451485,0.0159045953865271,6.395672548040155,0.6040950785109664,2.1595865193996033,86.12368490180242,0.0155184832347486,6.398731701302916,0.611931059594611,2.031860662701784,87.17041916916602,0.015999977361976,6.385436117446465,0.6043636886218662,2.153851600113282,85.51839369789496,0.0161470668700359,6.367646848189013,0.6071597567800838,2.0484282073067117,86.70451252983149,0.0153114726417575,6.435183158859245,0.5998756759854891,2.2250778816199377,86.32506851163413,0.0180184659905496,6.250286871872619,0.6173307676228237,1.9136930048145,85.6016627019124,0.0178949268448946,6.243049189144334,0.620213623776708,1.8380770320022657,85.63252841760351,0.0197818708087072,6.12429553318529,0.6330597783576757,1.693500424808836,84.88808535257833,0.0181895545109581,6.248629315199633,0.6112615782884474,1.9956811101670917,84.67338478985371,0.0143695208061687,6.538402909431977,0.5750193312029548,2.6947748513169074,86.09395475543755,0.0148885335982363,6.4894598715402765,0.5831451615622176,2.4779807419994335,85.57419800654702,-167.87662139420607,115.05270959900936,-41.86506809435111,54.09618339882221,-14.122588451300487,10.78085546057685,-13.115446476161123,13.095929549787613,-12.418333981883494,4.139383291544026,-10.044515367522353,-0.14222724476888,1.5071624706097115,-5.320268642107927,-2.185936247647502,-2.8662914342734256,-3.4511729214344515,1.4824945346119422,1.4725025312467417,-0.9002433405007907
AshaBhosle,0.0400948738442015,5.225341146108123,0.748827999110963,0.8291715285880981,85.00845222482995,0.0291593970445871,5.663709268698172,0.6874840945713174,1.390431738623104,85.7012905741578,0.0267303515969114,5.6916810183546005,0.7350410485080847,0.8537922987164528,88.03093757441961,0.0195677916369958,6.139995073891026,0.6452634431237114,1.7135355892648776,86.09705561163634,0.0166916831529486,6.3652063624790856,0.6323889629753108,1.9918319719953328,87.63092319067421,0.0181458208806874,6.257774190741654,0.6314826776685003,1.8250875145857643,86.19951668663546,0.0203422906151414,6.047040785129836,0.6812529866088792,1.1754959159859977,87.86799543586375,0.0187000118456148,6.195752299945353,0.6414186392176474,1.6201866977829638,87.53387767662501,0.0148833411169461,6.5003647190347795,0.5870759709951658,2.506301050175029,86.96250811780195,0.0150414732677149,6.487960852869282,0.5901306236224556,2.429171528588098,86.36565104697898,0.0133783217078381,6.622354911335311,0.5757708460669371,2.7459743290548424,86.88472389337674,0.0136781519206915,6.612741573552977,0.5733224055861161,2.807117852975496,86.84152207165116,0.0140084811879381,6.563525512897611,0.5763799753662647,2.669311551925321,86.47725242652562,0.0155513793333505,6.477456963071532,0.5882125724657814,2.569544924154026,85.99168174738658,0.0156956030983771,6.418076857339801,0.5984773388157285,2.295565927654609,85.9204868945048,0.01840969897161,6.248168977801864,0.6203235955992665,1.921703617269545,85.81464450803135,0.0159860453210502,6.420449388898524,0.6001819053175529,2.2551925320886816,86.16748440886433,0.0162413727842232,6.371676006061583,0.6170807866125836,1.96196032672112,87.12111541569418,0.0164216575963749,6.350749883455707,0.6185289214869145,1.9350058343057177,87.0383039914448,0.0174003368511632,6.277388155203834,0.6306733761182419,1.7323220536756128,87.3686738961242,-168.65406363105697,120.39879962013912,-51.98206443768888,62.12292859118919,-7.443176801387357,7.895172503957531,-0.0496611534699707,2.746647030451285,-9.32165235137216,-0.3672806751178962,-7.375366268011105,-6.465914902481838,-9.725398814111204,4.542660639694494,-8.63400871110816,-3.203578283662869,0.8871547611322363,-4.519141879491909,2.1235487712299657,5.150478152644408
NationalAnthem,0.0585011530978764,4.6864287689124415,0.8824450509233118,0.3098375054896793,86.6728392043757,0.0345375573149532,5.370240921938027,0.7854838063171397,0.6945542380324989,86.69907530986028,0.025876931079715,5.742942984089466,0.7290773940230462,0.935441370223979,85.61759386893044,0.0203058346926136,6.008890185124738,0.6796818251528397,1.2454984628897674,86.76953542102856,0.0236777563494639,5.831073816646604,0.7116463548528766,1.0041721563460697,87.38032810032058,0.0172244778849579,6.220515755444033,0.6335903897498101,1.632191480017567,86.69118841976214,0.0232972639457144,5.810828301435679,0.714580588493632,0.886253842775582,87.3405496704723,0.0215674724754177,5.944115936286595,0.6912735010561097,1.0992534036012298,87.65923483598993,0.0165389068551123,6.3164727438378385,0.6147103841603183,2.0096618357487923,86.59048336852716,0.0161779911736949,6.37711346989045,0.6073740772110338,2.0441370223978916,86.84113726385768,0.0140176805769404,6.514959818944433,0.5885283999414435,2.279754062362758,87.46964564040893,0.0147022390176998,6.469590092242379,0.5930456654188538,2.199604743083004,86.48271655185994,0.0132463046766764,6.594995060636618,0.5741068814438379,2.646464646464646,86.83249246345086,0.0126210550252481,6.704741138116928,0.5569139026566563,3.1308739569609134,86.67205665894063,0.0132658090712166,6.620156317506382,0.5683099582309068,2.7916117698726395,86.71698170124614,0.0189532567661684,6.165371094352116,0.6185198255850429,1.8818620992534036,84.23342580019053,0.0156379677703501,6.429229686163782,0.5952424085576259,2.229907773386034,86.11928882645462,0.0177072417864077,6.253148023206586,0.6191961018047974,1.8278436539306104,86.29338465648807,0.0200790870651098,6.035374479840682,0.6629959010393793,1.2942468159859466,87.02254242713686,0.0276831489167514,5.632697979146861,0.7049681598594641,0.9308300395256917,84.61562001744437,-177.54053877461965,124.51126088479418,-16.630042781082025,29.022941413845103,-0.3374990999694253,19.726176345469295,-7.623674027344953,19.145923867550284,-14.321299707539934,5.189547688275226,-7.31672565283156,2.6679323806353294,-13.912180484774064,-0.462541639250489,-4.606019032069598,-7.0193498828902445,-1.939375312259053,-4.143779396888401,-4.202099577365105,-1.5960010471297683
AshaBhosle,0.0293129535798996,5.675379907906937,0.7474836203535531,1.2417626306330294,86.72954611146719,0.03160014082824,5.602957917209139,0.7309230344160119,1.028755907608334,86.20843526813059,0.0209283438739248,6.014060948050114,0.702362871639148,1.2883578512946814,87.5233045461333,0.0194847210447187,6.107581105175434,0.6752819750456707,1.407042534780004,87.03652674670002,0.0177170217009859,6.286712451909351,0.6496824974193011,1.8542235239299736,87.61937634960805,0.0190817333765919,6.214741976698459,0.6270942603108283,1.9922785062903547,83.59243123885174,0.0163811659105996,6.403085540774157,0.6226963545267146,2.234706782932836,87.2021983862894,0.0124642137730112,6.742567500521973,0.5554000320092313,3.3916661119616585,85.96148861956604,0.0135174192444734,6.634970465001329,0.5611735334344001,3.116954003860747,85.63002889843301,0.0157771640474997,6.403243303672052,0.6111735430396816,2.08114224855222,87.17513923064199,0.0150527495108135,6.500676028090028,0.5933651734007854,2.437329428210078,87.10689696204665,0.0140808522806909,6.555466290293776,0.5834841086380393,2.5664647540437997,86.86848837598755,0.0131960433306441,6.592249008195512,0.5760856513519097,2.5989482793050653,86.75840315670328,0.0169910918149338,6.292975773633904,0.6183284980346153,1.9163948612128068,85.70921661853642,0.0185982571736539,6.196715708206115,0.6348289381005883,1.6959329028822472,86.86630824701449,0.0142301961638806,6.53581109341097,0.5842405005446676,2.520268920987819,86.53250945317981,0.0140970935470668,6.551680710693773,0.581425677597381,2.5494907808027687,86.53569247651448,0.0153377060851321,6.448836440840366,0.5984010772227173,2.2596685082872927,86.68606338516554,0.0166855672530237,6.3253801640486085,0.6221654309952254,1.850163083272316,87.36151227673585,0.0160206235326782,6.364082140711188,0.6156647241425581,1.9394927777407975,87.40056025174297,-262.20857965590665,141.3229355618428,-36.320610845665016,29.1525712477482,12.398835791825125,0.9377343240746514,-0.5063681499775754,4.49113230422156,-1.6382549329347216,-3.322531901065609,-1.3785919988834678,-2.9568980812116443,-12.879472781864145,-6.842454953944461,-3.554358917019128,-5.40758199575928,0.3216327663440159,-4.623321899424124,1.7618077400656809,5.644737914775885
KishoreKumar,0.04329211336894,5.1929423646246,0.7717344244703683,0.8034359660865686,85.34448546139774,0.0425469479186018,5.106791022368166,0.7401885319053993,0.8125836680053549,84.0801948424739,0.0277062623541914,5.702031981837842,0.71457040684785,1.1215975011155734,84.86630326508401,0.0166611149342274,6.339225461468536,0.646349308167414,1.9265952699687636,87.41936994856152,0.0167286354999053,6.346065845078298,0.6347761878844542,1.902498884426595,87.58531890906961,0.0158091399262576,6.449191703046157,0.6082168842920181,2.253569834895136,86.9145854983569,0.0165266027170808,6.388803171940168,0.6287638690081796,2.0718429272646137,87.28219242962152,0.014730273167637,6.524906287074321,0.5953705661746157,2.4860553324408747,87.20887978847522,0.0142266721703612,6.576731171928861,0.582627113391839,2.6967871485943773,86.06118976707843,0.0171471186446415,6.315495314886542,0.6303615254669471,1.8174921909861668,87.40018394013879,0.0153879437627549,6.450746534791954,0.6099814823668572,2.178714859437751,87.21052023762175,0.0156752872962423,6.4094131339536125,0.6125334007989631,2.0408299866131188,87.15907592543918,0.0146084548915081,6.5117085121035805,0.5869701026327532,2.4775769745649265,86.5492432429085,0.0146869830952547,6.514899356124487,0.5881277092496973,2.50669344042838,86.02856063559406,0.0149219205644034,6.489920342373666,0.590212149302678,2.3934627398482817,86.62287726808276,0.0140485898674274,6.552781754307036,0.5780123359398794,2.6630968317715307,86.25063607184197,0.0147390655885478,6.541510150842523,0.5748376629568063,2.7423025435073627,86.40833643315179,0.0153346354330007,6.472565506202475,0.5942582277965478,2.3668005354752344,86.72182074899318,0.0151261623418658,6.466896526864284,0.6034530337157512,2.314703257474342,86.5185493686117,0.0148986110040837,6.5227716441221215,0.5891278960639736,2.6180276662204376,85.89121794380505,-274.4519958414242,166.65253411051907,-64.70450817098848,33.74015913156368,7.699390395051646,-2.1386379876507102,5.514648363338705,7.013633245675174,-2.3952109526493044,0.7807166406327983,0.9674590738026766,1.6187333182531145,-8.936951054982858,-4.5249527561922465,-0.8627244293543744,-9.331088501207988,1.4200381758272609,-4.621646683669524,-9.151313730343462,-3.2942135126790006
AshaBhosle,0.032915316308979,5.513248545974383,0.7641495836002563,0.8793027221625718,86.5473852271319,0.020815093147051,6.059108150133092,0.674442243896864,1.453862186572349,86.84208161934052,0.0181637241155134,6.256663310562981,0.6489448684223837,1.8183224909998104,86.48950714612957,0.0200466891591904,6.0279136584864865,0.6939746099917893,1.168477231099602,87.73712279793016,0.0177681382627664,6.237245166978557,0.6537033748443464,1.653919029874313,87.52212748588423,0.0157677584138644,6.40782704215331,0.6013176843823278,2.272468894081981,84.28564229147365,0.0169006712673106,6.305269553157795,0.6325367786280122,1.82820690961915,87.26166951677345,0.0127424463245023,6.646541042985271,0.5664147315382078,2.809322301522138,86.88319285078269,0.0148398746917477,6.468369594546665,0.5988794250305018,2.200846333607023,87.14175849254953,0.0191898989567694,6.15318160145963,0.6588426172380571,1.496431503821133,87.6146316056677,0.01382378226947,6.572851468418978,0.5764898935215679,2.6387923956293813,86.53194542110944,0.0126235695186618,6.683599154583489,0.5551197466540421,3.1031074338407123,86.19436452787706,0.0143600153737841,6.505387927045542,0.5876547799730394,2.3927556369607785,86.65371640576176,0.0168920508489478,6.326993233497294,0.6031394645902319,2.1267605633802815,85.80629701993885,0.0161799069584403,6.418274572997337,0.5779312909207749,2.634371249921051,84.470361765667,0.0132732004169601,6.617844123915029,0.563405219558507,2.864207667529843,86.12826070146028,0.0146924080948815,6.45228452548141,0.6003001316318439,2.1134655466430874,87.16636233462488,0.0184068270937028,6.154067449220545,0.6482343237301236,1.4687361839196615,87.15297852756528,0.0180739477039148,6.210735910573298,0.6375844754626413,1.6293500915808754,87.01249666642214,0.0155754046084708,6.416789459459558,0.5946241850705629,2.2448998926293187,86.25695304483023,-186.38540886796957,125.59658245832232,-28.138238779595973,42.85435718933006,-20.53209138304267,9.098547657868664,-15.062285397693646,11.646199388418896,-14.744348957559469,1.0684415222186656,-9.197882681647084,-7.401391792249497,-3.5760305872535127,-7.5444171675044975,0.8762294741531332,-3.627154789629989,4.26048966709654,-8.426299960092173,7.056357641134569,0.437515208252095
